抓取時間,超連結,物件標題,地址,原始坪數,實際坪數,格局,價格
2024/11/28 09:16,https://www.twhg.com.tw/house_D902208249.html?city=Taipei&zip=111&type=4,士林夜市商圈收租金店,台北市士林區基河路,建坪 : 39.01坪 , 主 + 附 : 13.36坪,0房0廳0.0衛,5800萬
2024/11/28 09:16,https://www.twhg.com.tw/house_D902208248.html?city=Taipei&zip=111&type=4,士林夜市旁收租金店面,台北市士林區基河路,建坪 : 15.64坪 , 主 + 附 : 13.89坪,0房0廳0.0衛,6800萬
2024/11/28 09:16,https://www.twhg.com.tw/house_D902208247.html?city=Taipei&zip=116&type=4,中國科技大學傳家店面,台北市文山區興隆路三段,建坪 : 29.35坪 , 主建物 : 29.35坪,0房0廳0.0衛,12000萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02333023.html?city=Taipei&zip=115&type=2,東區門戶企業總部,台北市南港區成功路一段,建坪 : 810.61坪 , 主建物 : 479.91坪,0房0廳0.0衛,62000萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TF02337361.html?city=Taipei&zip=105&type=1,南京三民住辦,台北市松山區南京東路五段,建坪 : 33.18坪 , 主建物 : 33.18坪,4房2廳2.0衛,4800萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02333024.html?city=Taipei&zip=115&type=2,東區門戶挑高面寬壹樓,台北市南港區成功路一段,建坪 : 98.30坪 , 主建物 : 58.19坪,0房0廳0.0衛,8850萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TF02313364.html?city=Taipei&zip=103&type=2,∞京站五鐵大坪高樓戶,台北市大同區市民大道一段,建坪 : 19.95坪 , 主 + 陽 : 10.23坪,1房1廳1.0衛,920萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02411261.html?city=Taipei&zip=111&type=4,士林捷運電梯鼎家,台北市士林區文林路,建坪 : 31.31坪 , 主 + 陽 : 25.90坪,5房0廳5.0衛,3480萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02414650.html?city=Taipei&zip=111&type=4,芝山站邊間三房美廈,台北市士林區福國路,建坪 : 35.65坪 , 主 + 陽 : 33.95坪,3房2廳2.0衛,2780萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02333025.html?city=Taipei&zip=115&type=2,全新大樓黃金店辦,台北市南港區成功路一段,建坪 : 109.05坪 , 主建物 : 64.55坪,0房0廳0.0衛,9815萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TF02249873.html?city=Taipei&zip=104&type=2,晴光投資兩房,台北市中山區中山北路三段,建坪 : 18.28坪 , 主 + 陽 : 14.92坪,2房1廳1.0衛,1258萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02414948.html?city=Taipei&zip=111&type=4,芝山站雙拼一樓,台北市士林區文林路,建坪 : 74.12坪 , 主 + 附 : 55.73坪,4房2廳3.0衛,6600萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02431721.html?city=Taipei&zip=103&type=1,寬巷庭院停車一樓,台北市大同區重慶北路三段,建坪 : 43.84坪 , 主 + 附 : 43.84坪,4房2廳2.0衛,3688萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TF02419693.html?city=Taipei&zip=103&type=2,全新.民權雙捷運大套房,台北市大同區民權西路,建坪 : 11.90坪 , 主 + 陽 : 7.97坪,1房1廳1.0衛,1650萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02414658.html?city=Taipei&zip=106&type=2,文普國際大廈景觀美四房,台北市大安區基隆路二段,建坪 : 50.14坪 , 主 + 陽 : 43.05坪,4房2廳2.0衛,4380萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02438689.html?city=Taipei&zip=112&type=4,榮華特區高樓邊間美屋,台北市北投區富貴一路,建坪 : 50.09坪 , 主 + 陽 : 34.92坪,3房2廳2.0衛,3900萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TF02311643.html?city=Taipei&zip=108&type=2,西門雙捷精美套房,台北市萬華區漢口街二段,建坪 : 15.54坪 , 主 + 陽 : 9.36坪,0房0廳0.0衛,1398萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02431709.html?city=Taipei&zip=104&type=4,中山國小捷運邊間亮三房,台北市中山區新生北路三段,建坪 : 32.22坪 , 主 + 陽 : 27.74坪,3房2廳2.0衛,2638萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02431717.html?city=Taipei&zip=104&type=1,松江捷運靜巷大器三房,台北市中山區吉林路,建坪 : 27.83坪 , 主 + 陽 : 27.83坪,3房2廳2.0衛,2388萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02431723.html?city=Taipei&zip=111&type=2,天母東高質感環翠名邸,台北市士林區天母東路,建坪 : 61.26坪 , 主 + 陽 : 51.86坪,5房2廳2.0衛,4888萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02411285.html?city=Taipei&zip=104&type=2,忠孝新生電梯美裝潢兩房,台北市中山區松江路,建坪 : 12.25坪 , 主 + 陽 : 9.69坪,2房1廳1.0衛,1336萬
2024/11/28 09:16,https://www.twhg.com.tw/house_BN02305403.html?city=Taipei&zip=106&type=2,正面忠孝復興站住辦,台北市大安區忠孝東路四段,建坪 : 41.55坪 , 主 + 陽 : 38.79坪,2房4廳2.0衛,4980萬5200 萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02414670.html?city=Taipei&zip=103&type=2,隆美禮御質感豪邸,台北市大同區民生西路,建坪 : 40.28坪 , 主 + 陽 : 24.81坪,0房2廳1.0衛,3980萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02414655.html?city=Taipei&zip=103&type=2,民生西路傳世金店辦,台北市大同區民生西路,建坪 : 44.32坪 , 主 + 陽 : 21.21坪,0房2廳1.0衛,10980萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02117327.html?city=Taipei&zip=104&type=2,松江路低總價電梯兩房,台北市中山區松江路,建坪 : 12.25坪 , 主 + 陽 : 9.69坪,2房1廳1.0衛,1366萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02442935.html?city=Taipei&zip=112&type=1,新北投站邊間美寓,台北市北投區中和街,建坪 : 38.05坪 , 主 + 陽 : 38.05坪,3房2廳2.0衛,1598萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02165220.html?city=Taipei&zip=114&type=2,內科精裝辦公,台北市內湖區陽光街,建坪 : 95.25坪 , 主 + 陽 : 51.48坪,0房0廳0.0衛,6688萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02410227.html?city=Taipei&zip=114&type=4,Ⅰ-內科河岸美景辦公室,台北市內湖區港墘路,建坪 : 90.07坪 , 主 + 陽 : 49.90坪,0房0廳0.0衛,5450萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02221922.html?city=Taipei&zip=114&type=2,內湖精緻低總價ICOME,台北市內湖區南京東路六段,建坪 : 13.06坪 , 主 + 陽 : 7.70坪,0房1廳1.0衛,1158萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02410228.html?city=Taipei&zip=114&type=4,成功路一樓挑高大空間,台北市內湖區成功路二段,建坪 : 59.92坪 , 主 + 附 : 54.11坪,1房2廳1.0衛,4380萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02438685.html?city=Taipei&zip=112&type=2,北士科稀有景觀三房,台北市北投區福美路,建坪 : 57.41坪 , 主 + 陽 : 33.89坪,4房2廳2.0衛,4480萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02419326.html?city=Taipei&zip=112&type=4,大自然稀有一樓綠意2房,台北市北投區行義路,建坪 : 31.07坪 , 主 + 附 : 28.93坪,2房2廳2.0衛,1678萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TF02415792.html?city=Taipei&zip=111&type=2,天母芝山電梯三房,台北市士林區福國路,建坪 : 35.65坪 , 主 + 陽 : 33.95坪,3房2廳2.0衛,2880萬2988 萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02414620.html?city=Taipei&zip=103&type=2,大稻埕低總美妝2房,台北市大同區延平北路二段,建坪 : 8.84坪 , 主 + 陽 : 7.55坪,2房1廳1.0衛,998萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02334016.html?city=Taipei&zip=110&type=2,煙火第一排高樓邊間溫馨三房,台北市信義區和平東路三段,建坪 : 34.87坪 , 主 + 陽 : 28.38坪,3房2廳2.0衛,3288萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02405697.html?city=Taipei&zip=105&type=2,捷運高樓採光管理三房,台北市松山區南京東路五段,建坪 : 35.99坪 , 主建物 : 27.66坪,3房2廳2.0衛,2898萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02414934.html?city=Taipei&zip=112&type=2,新北投站雲天邊間景觀戶,台北市北投區溫泉路,建坪 : 14.01坪 , 主 + 陽 : 8.25坪,0房1廳1.0衛,1098萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02410226.html?city=Taipei&zip=114&type=4,Ⅱ-內科河岸美景辦公室,台北市內湖區港墘路,建坪 : 89.06坪 , 主 + 陽 : 49.52坪,0房0廳0.0衛,5380萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02363726.html?city=Taipei&zip=104&type=2,民生東寬敞至尊純辦,台北市中山區民生東路一段,建坪 : 59.83坪 , 主建物 : 40.86坪,0房1廳0.0衛,2990萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02412039.html?city=Taipei&zip=105&type=1,民生社區國泰亮麗三樓,台北市松山區撫遠街,建坪 : 27.15坪 , 主 + 陽 : 27.15坪,3房2廳2.0衛,2438萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02350457.html?city=Taipei&zip=114&type=1,宏盛綠意美式邊間公寓,台北市內湖區民權東路六段,建坪 : 27.94坪 , 主 + 陽 : 20.99坪,2房2廳1.0衛,2688萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02318824.html?city=Taipei&zip=100&type=5,中正學區進中正紀念堂站稀有透天,台北市中正區南昌路一段,建坪 : 9.75坪 , 主建物 : 9.75坪,5房3廳3.0衛,5380萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02308332.html?city=Taipei&zip=105&type=2,介壽民生松城乙標兩房,台北市松山區健康路,建坪 : 36.42坪 , 主 + 陽 : 21.33坪,2房2廳1.0衛,3500萬3799 萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02404247.html?city=Taipei&zip=105&type=1,民生撫遠方正三房二樓,台北市松山區撫遠街,建坪 : 34.29坪 , 主 + 陽 : 34.29坪,3房2廳2.0衛,2798萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02450821.html?city=Taipei&zip=114&type=2,西湖園木質調面湖三房,台北市內湖區內湖路二段,建坪 : 38.22坪 , 主 + 陽 : 31.83坪,3房2廳2.0衛,2588萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TF02360957.html?city=Taipei&zip=105&type=1,∞民生社區北歐風三樓美寓,台北市松山區撫遠街,建坪 : 27.15坪 , 主建物 : 27.15坪,3房2廳2.0衛,2438萬
2024/11/28 09:16,https://www.twhg.com.tw/house_E602304167.html?city=Taipei&zip=104&type=2,松江低總價美裝兩房,台北市中山區松江路,建坪 : 12.25坪 , 主 + 陽 : 9.69坪,2房1廳1.0衛,1336萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02431716.html?city=Taipei&zip=103&type=2,珍稀民生金店面,台北市大同區民生西路,建坪 : 25.49坪 , 主建物 : 10.44坪,0房1廳1.0衛,4690萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02438681.html?city=Taipei&zip=111&type=1,葫蘆國小邊間美妝三房二樓,台北市士林區延平北路五段,建坪 : 20.58坪 , 主 + 陽 : 20.58坪,3房2廳1.0衛,1430萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TF02302334.html?city=Taipei&zip=108&type=4,★龍山寺捷運站套房,台北市萬華區和平西路三段,建坪 : 12.18坪 , 主建物 : 8.60坪,1房1廳1.0衛,780萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02438309.html?city=Taipei&zip=110&type=2,捷運市政府站漂亮辦公,台北市信義區基隆路一段,建坪 : 30.14坪 , 主 + 陽 : 19.52坪,1房1廳1.0衛,3480萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02370019.html?city=Taipei&zip=114&type=2,聯勤三喜綠意三房,台北市內湖區民權東路六段,建坪 : 60.25坪 , 主 + 陽 : 31.03坪,3房2廳2.0衛,5080萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02333748.html?city=Taipei&zip=103&type=2,雙子星氣派豪邸,台北市大同區天水路,建坪 : 55.89坪 , 主 + 陽 : 44.52坪,4房2廳3.0衛,4880萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02414672.html?city=Taipei&zip=108&type=2,台北晶麒質感2房車,台北市萬華區康定路,建坪 : 25.09坪 , 主 + 陽 : 12.69坪,2房1廳1.0衛,1988萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02346290.html?city=Taipei&zip=100&type=1,超稀有雙捷美寓,台北市中正區臨沂街,建坪 : 30.90坪 , 主 + 附 : 30.90坪,3房2廳2.0衛,3200萬3368 萬
2024/11/28 09:16,https://www.twhg.com.tw/house_ES02305164.html?city=Taipei&zip=104&type=2,大直明水路燙金店面,台北市中山區明水路,建坪 : 79.44坪 , 主 + 陽 : 42.11坪,0房1廳2.0衛,10642萬
2024/11/28 09:16,https://www.twhg.com.tw/house_ES02305165.html?city=Taipei&zip=104&type=2,大直明水路收租店面,台北市中山區明水路,建坪 : 68.41坪 , 主 + 陽 : 41.46坪,0房1廳2.0衛,8776萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02218717.html?city=Taipei&zip=115&type=4,信義W會館兩房露台戶,台北市南港區成福路,建坪 : 23.71坪 , 主 + 陽 : 10.49坪,2房2廳1.0衛,2588萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02414973.html?city=Taipei&zip=111&type=2,芝山捷運靜巷3房電梯,台北市士林區福國路,建坪 : 35.65坪 , 主 + 陽 : 33.95坪,3房2廳2.0衛,2780萬2988 萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02442909.html?city=Taipei&zip=112&type=1,新北投方正精美一樓,台北市北投區杏林三路,建坪 : 38.84坪 , 主 + 附 : 38.84坪,3房2廳4.0衛,1998萬2280 萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TF02359232.html?city=Taipei&zip=108&type=2,T734日新大廈電梯捷運宅,台北市萬華區和平西路三段,建坪 : 12.18坪 , 主建物 : 8.60坪,1房1廳1.0衛,780萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02442881.html?city=Taipei&zip=112&type=1,金店面商圈雲集,台北市北投區中央北路四段,建坪 : 29.76坪 , 主 + 附 : 27.00坪,2房2廳1.0衛,2288萬
2024/11/28 09:16,https://www.twhg.com.tw/house_DE02303593.html?city=Taipei&zip=114&type=5,湖綠歐麗湖學區別墅,台北市內湖區民權東路六段,建坪 : 96.09坪 , 主 + 陽 : 62.08坪,5房2廳4.0衛,6988萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02411276.html?city=Taipei&zip=111&type=1,劍潭捷運稀有三樓美寓,台北市士林區承德路四段,建坪 : 24.58坪 , 主建物 : 24.58坪,3房2廳1.0衛,1968萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02356517.html?city=Taipei&zip=114&type=4,明湖庭院超級大空間,台北市內湖區康寧路三段,建坪 : 51.59坪 , 主 + 附 : 45.28坪,5房1廳3.0衛,3850萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02431714.html?city=Taipei&zip=104&type=4,燙金中山北路低總電梯3房,台北市中山區新生北路二段,建坪 : 30.78坪 , 主 + 陽 : 30.78坪,3房2廳2.0衛,2688萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02312741.html?city=Taipei&zip=104&type=2,喜來登花園住辦四房,台北市中山區建國北路二段,建坪 : 42.09坪 , 主 + 陽 : 34.49坪,4房2廳2.0衛,3980萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02442901.html?city=Taipei&zip=111&type=4,捷運芝山站低公設電梯華廈,台北市士林區福國路,建坪 : 35.65坪 , 主 + 陽 : 33.95坪,3房2廳2.0衛,2750萬2988 萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02431703.html?city=Taipei&zip=104&type=4,中山國小站溫馨宅,台北市中山區德惠街,建坪 : 8.29坪 , 主 + 陽 : 6.78坪,1房0廳1.0衛,880萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02414995.html?city=Taipei&zip=111&type=4,忠誠陽明福園大戶附車位,台北市士林區忠誠路一段,建坪 : 70.31坪 , 主 + 陽 : 53.21坪,4房2廳2.0衛,5900萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02419387.html?city=Taipei&zip=111&type=1,士林增值3樓美寓,台北市士林區中正路,建坪 : 22.35坪 , 主 + 陽 : 22.35坪,2房1廳1.0衛,1588萬1688 萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02443784.html?city=Taipei&zip=115&type=2,後山埤捷運A辦大車位,台北市南港區忠孝東路六段,建坪 : 31.45坪 , 主 + 陽 : 14.43坪,1房1廳1.0衛,2480萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TF02315195.html?city=Taipei&zip=108&type=4,萬華超值電梯套房,台北市萬華區和平西路三段,建坪 : 12.18坪 , 主建物 : 8.60坪,1房0廳1.0衛,780萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02324998.html?city=Taipei&zip=104&type=4,美麗華超值金店一二樓車,台北市中山區明水路,建坪 : 67.27坪 , 主 + 陽 : 42.22坪,2房2廳2.0衛,8200萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TF02409211.html?city=Taipei&zip=104&type=2,中山國小低總價絕美套房,台北市中山區新生北路三段,建坪 : 11.33坪 , 主建物 : 8.02坪,1房1廳1.0衛,1098萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02438686.html?city=Taipei&zip=111&type=1,士林精裝商一美寓,台北市士林區延平北路五段,建坪 : 32.10坪 , 主建物 : 32.10坪,0房2廳1.0衛,1900萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02442856.html?city=Taipei&zip=112&type=2,明德捷運景觀邊間3+1房,台北市北投區致遠一路一段,建坪 : 35.88坪 , 主 + 陽 : 22.64坪,3房2廳2.0衛,3388萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02442889.html?city=Taipei&zip=111&type=1,天母新光三越美景鼎家,台北市士林區天母東路,建坪 : 38.73坪 , 主 + 陽 : 34.06坪,3房3廳2.0衛,2800萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TF02403401.html?city=Taipei&zip=108&type=4,★萬大捷運獨棟華廈,台北市萬華區武成街,建坪 : 33.50坪 , 主 + 陽 : 21.56坪,3房2廳1.0衛,2088萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TF02363143.html?city=Taipei&zip=104&type=2,★捷運中山國小站套房,台北市中山區新生北路三段,建坪 : 11.33坪 , 主建物 : 8.02坪,1房1廳1.0衛,1098萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TF02403406.html?city=Taipei&zip=110&type=2,★市府捷運-春秋景觀次頂樓,台北市信義區忠孝東路五段,建坪 : 46.36坪 , 主 + 陽 : 40.50坪,2房2廳2.0衛,5520萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02309538.html?city=Taipei&zip=108&type=2,【西門】新青安首選優質1+1房,台北市萬華區漢口街二段,建坪 : 12.88坪 , 主 + 陽 : 10.54坪,1房1廳1.0衛,1028萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TF02410393.html?city=Taipei&zip=111&type=4,芝山捷運電梯三房-327,台北市士林區福國路,建坪 : 35.65坪 , 主 + 陽 : 33.95坪,3房2廳2.0衛,2780萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TF02370632.html?city=Taipei&zip=111&type=4,芝山捷運SOGO旁華廈,台北市士林區福國路,建坪 : 35.65坪 , 主 + 陽 : 33.95坪,3房2廳2.0衛,2780萬2988 萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02318818.html?city=Taipei&zip=111&type=1,天母麗莊四房,台北市士林區中山北路７段,建坪 : 46.97坪 , 主 + 陽 : 45.21坪,4房0廳2.0衛,3980萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02438682.html?city=Taipei&zip=111&type=1,天母東路有內梯的美景頂加,台北市士林區天母東路,建坪 : 38.73坪 , 主 + 陽 : 34.06坪,3房2廳2.0衛,2800萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02438678.html?city=Taipei&zip=111&type=2,璞氏集鄉村風景觀高樓,台北市士林區士東路,建坪 : 99.86坪 , 主 + 陽 : 37.60坪,3房2廳2.0衛,8980萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02411248.html?city=Taipei&zip=106&type=2,基隆路電梯管理方正8樓四房,台北市大安區基隆路二段,建坪 : 50.14坪 , 主 + 陽 : 43.05坪,4房2廳2.0衛,4380萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02414661.html?city=Taipei&zip=103&type=2,陽光明媚高樓美套,台北市大同區寧夏路,建坪 : 18.60坪 , 主 + 陽 : 11.01坪,1房0廳1.0衛,1580萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TF02360468.html?city=Taipei&zip=108&type=1,環河南路商三土地,台北市萬華區環河南路二段,建坪 : 12.30坪 , 主建物 : 12.30坪,1房0廳0.0衛,4800萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02336386.html?city=Taipei&zip=104&type=1,行天宮站之靜謐雅苑,台北市中山區吉林路,建坪 : 27.83坪 , 主 + 陽 : 27.83坪,3房2廳2.0衛,2388萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02438677.html?city=Taipei&zip=111&type=4,天母七段極致樹景華廈雙拼二房,台北市士林區中山北路七段,建坪 : 23.52坪 , 主 + 陽 : 19.01坪,2房2廳1.0衛,1980萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TF02365925.html?city=Taipei&zip=111&type=2,芝山站sogo電梯天然氣,台北市士林區福國路,建坪 : 35.65坪 , 主 + 陽 : 33.95坪,3房2廳2.0衛,2780萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02412029.html?city=Taipei&zip=105&type=1,捷運中山國中典雅美寓,台北市松山區民權東路三段,建坪 : 25.03坪 , 主 + 陽 : 22.67坪,2房2廳2.0衛,1988萬2068 萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02370024.html?city=Taipei&zip=114&type=1,大湖公園捷運二房車,台北市內湖區大湖街,建坪 : 33.79坪 , 主 + 陽 : 18.96坪,2房2廳1.0衛,2488萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02411267.html?city=Taipei&zip=104&type=2,中山國小捷運綠景美妝電梯兩房,台北市中山區新生北路三段,建坪 : 14.99坪 , 主建物 : 9.75坪,2房1廳1.0衛,1350萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TF02317984.html?city=Taipei&zip=114&type=1,內湖三房雅筑,台北市內湖區內湖路三段,建坪 : 29.49坪 , 主 + 陽 : 29.49坪,3房2廳2.0衛,2180萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02431719.html?city=Taipei&zip=103&type=2,寧夏邊間景觀宅,台北市大同區寧夏路,建坪 : 18.60坪 , 主 + 陽 : 11.01坪,1房1廳1.0衛,1500萬1580 萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02363781.html?city=Taipei&zip=111&type=1,超低總價三房邊間2樓,台北市士林區延平北路五段,建坪 : 20.58坪 , 主 + 陽 : 20.58坪,3房2廳1.0衛,1430萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02450811.html?city=Taipei&zip=115&type=2,大同璽苑高樓面中庭,台北市南港區經貿二路,建坪 : 115.98坪 , 主 + 陽 : 60.94坪,3房2廳2.0衛,12000萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02450810.html?city=Taipei&zip=114&type=4,五分市場潛力金店,台北市內湖區五分街,建坪 : 45.64坪 , 主 + 陽 : 30.35坪,0房2廳1.0衛,5500萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02450808.html?city=Taipei&zip=115&type=2,日升月恆高樓景觀雙主臥,台北市南港區經貿二路,建坪 : 104.16坪 , 主 + 陽 : 59.26坪,4房2廳3.0衛,11600萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02364299.html?city=Taipei&zip=114&type=1,西湖捷運高投報收租美寓,台北市內湖區內湖路一段,建坪 : 34.31坪 , 主 + 陽 : 32.14坪,7房0廳7.0衛,2380萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02364293.html?city=Taipei&zip=115&type=4,潤泰東方麗池稀有極美庭院戶雙車,台北市南港區經貿二路,建坪 : 81.63坪 , 主 + 陽 : 40.93坪,4房2廳2.0衛,8888萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02364242.html?city=Taipei&zip=115&type=4,東方文華小資置產優選,台北市南港區興華路,建坪 : 17.57坪 , 主 + 陽 : 8.40坪,0房1廳2.0衛,2680萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02411277.html?city=Taipei&zip=112&type=5,薇閣邊間典雅透天,台北市北投區杏林二路,建坪 : 29.98坪 , 主建物 : 29.98坪,4房2廳3.0衛,3150萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02277260.html?city=Taipei&zip=114&type=1,陽光街邊間三樓公寓,台北市內湖區陽光街,建坪 : 28.53坪 , 主 + 陽 : 28.53坪,3房2廳2.0衛,2243萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02442906.html?city=Taipei&zip=110&type=4,信義永春海華華廈電梯4房,台北市信義區忠孝東路五段,建坪 : 62.99坪 , 主 + 附 : 59.03坪,4房3廳1.0衛,4680萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02414944.html?city=Taipei&zip=111&type=4,新光三越華府復古風6樓,台北市士林區天母東路,建坪 : 41.90坪 , 主 + 陽 : 35.17坪,3房2廳2.0衛,3320萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02307445.html?city=Taipei&zip=115&type=1,南港五套金雞母,台北市南港區忠孝東路七段,建坪 : 40.65坪 , 主 + 陽 : 39.19坪,5房0廳5.0衛,3380萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TF02281885.html?city=Taipei&zip=104&type=4,美麗進行曲豪邸,台北市中山區樂群三路,建坪 : 38.68坪 , 主 + 陽 : 21.70坪,0房0廳0.0衛,4280萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02307430.html?city=Taipei&zip=115&type=1,南港舊莊三房雙平車,台北市南港區舊莊街一段,建坪 : 50.71坪 , 主 + 陽 : 29.99坪,3房2廳2.0衛,2480萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TF02166506.html?city=Taipei&zip=108&type=2,T692亞太財星高樓景觀,台北市萬華區中華路一段,建坪 : 8.45坪 , 主 + 陽 : 5.75坪,0房0廳0.0衛,928萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02334005.html?city=Taipei&zip=104&type=1,行天宮收租頂加,台北市中山區民權東路二段,建坪 : 34.38坪 , 主 + 陽 : 34.38坪,5房3廳3.0衛,3830萬
2024/11/28 09:16,https://www.twhg.com.tw/house_TA02405667.html?city=Taipei&zip=105&type=2,南京歌林店辦二樓,台北市松山區南京東路五段,建坪 : 40.27坪 , 主 + 陽 : 36.58坪,0房1廳1.0衛,4380萬
